"","words","term.freq","doc.freq"
"8829","digging",1,1
"8830","swollen",1,1
"8831","torrents",2,2
"8832","eels",1,1
"8833","turtle",2,2
"8834","seas.there",1,1
"8835","taxus",1,1
"8836","elongatus",1,1
"8837","diameter",4,3
"8838","iron-wood",1,1
"8839","straight",1,1
"8840","hassayni",1,1
"8841","tree...the",1,1
"8842","constantia",1,1
"8843","wine",7,4
"8844","wines",3,1
"8845","fairly",4,3
"8846","augured",1,1
"8847","heretofore",4,3
"8848","mattered",1,1
"8849","sour",1,1
"8850","decayed",2,2
"8851","unripe",1,1
"8852","stalks",3,2
"8853","leaves",6,5
"8854","promiscuously",1,1
"8855","wine-press",1,1
"8856","seasoning",1,1
"8857","brimstone",1,1
"8858","brandy",4,4
"8859","contributed",3,3
"8860","deteriorate",1,1
"8861","madeira",5,2
"8862","trifling",6,5
"8863","affixed",1,1
"8864","introducing",1,1
"8865","home-made",1,1
"8866","equitable",1,1
"8867","decidely",2,2
"8868","unalterably",1,1
"8869","bides",1,1
"8870","whale",16,7
"8871","bone",1,1
"8872","soap",1,1
"8873","candles",1,1
"8874","aloes",1,1
"8875","prosperit",1,1
"8876","despotism",1,1
"8877","contituted",1,1
"8878","purest",1,1
"8879","needs",3,3
"8880","annuls",1,1
"8881","inserts",1,1
"8882","adviser",1,1
"8883","extend",7,7
"8884","rescinded",1,1
"8885","obscured",1,1
"8886","edicts",1,1
"8887","laterly",1,1
"8888","foribus",1,1
"8889","clausis",1,1
"8890","presides",1,1
"8891","checks",2,2
"8892","governor.the",1,1
"8893","groan",2,2
"8894","painfully",1,1
"8895","parliamentary",6,5
"8896","grant.noting",1,1
"8897","bedd",1,1
"8898","vansittuart's",1,1
"8899","downing",2,2
"8900","reaching",4,4
"8901","kindred",2,2
"8902","allay",1,1
"8903","sorrowing",1,1
"8904","recollection",2,2
"8905","pastor",5,3
"8906","veneration",1,1
"8907","attach",1,1
"8908","him.it",2,2
"8909","outselves",1,1
"8910","sober",3,2
"8911","steady",4,4
"8912","vicious",1,1
"8913","safer",1,1
"8914","reward.during",1,1
"8915","cook",3,3
"8916","beremember",1,1
"8917","manufactory",1,1
"8918","lest",1,1
"8919","cheaply",1,1
"8920","clad",1,1
"8921","soft",2,2
"8922","warmth",3,3
"8923","colder",2,2
"8924","mattress",1,1
"8925","coverlet.there",1,1
"8926","intimately",1,1
"8927","credence",1,1
"8928","introduce",7,6
"8929","stubbornly",1,1
"8930","luxurious",1,1
"8931","unparalleled",2,2
"8932","shown",3,3
"8933","barbarities",3,3
"8934","encouraged",3,3
"8935","perpetration",1,1
"8936","inhumanities",1,1
"8937","thorough",9,9
"8938","attainments",1,1
"8939","thewe",1,1
"8940","hints",2,2
"8941","furnishing",3,3
"8942","chanceller",1,1
"8943","americe",1,1
"8944","discouraging",3,3
"8945","components",1,1
"8946","concentrate",1,1
"8947","circular.)the",1,1
"8948","lists",3,2
"8949","batburst",1,1
"8950","accepts",1,1
"8951","mde",1,1
"8952","conformity",1,1
"8953","government.i",1,1
"8954","absolutely",3,3
"8955","correctly",3,3
"8956","erroneous",5,5
"8957","made.i",1,1
"8958","servant(signed)henry",1,1
"8959","goulburn.p.s",1,1
"8960","pensioners",3,3
"8961","specifying",3,2
"8962","designation",2,2
"8963","allowances",1,1
"8964","colony.these",1,1
"8965","guidance",4,4
"8966","receipt",2,2
"8967","allowances.in",1,1
"8968","cubic",1,1
"8969","family.the",1,1
"8970","follows:return",1,1
"8971","payable",6,5
"8972","intelligenceletters",1,1
"8973","letlets",1,1
"8974","unhealthy.the",1,1
"8975","skeletons",1,1
"8976","others.a",1,1
"8977","counter",2,2
"8978","complain",2,2
"8979","licentiousness",2,2
"8980","island.(from",1,1
"8981","panama",1,1
"8982","cochran",1,1
"8983","callao",2,2
"8984","guayaquil",1,1
"8985","chili",3,3
"8986","forthnight",1,1
"8987","carthagena",4,2
"8988","santa",4,1
"8989","bolivar",4,2
"8990","murillo's",1,1
"8991","advances",1,1
"8992","aide-de",1,1
"8993","venezuelian",1,1
"8994","honda",1,1
"8995","samana",1,1
"8996","captain-general",2,2
"8997","ramirez",1,1
"8998","bolivar's",1,1
"8999","mempaz[?].there",1,1
"9000","settlers.a",1,1
"9001","shock",6,5
"9002","second[?].madras",1,1
"9003","gratifying",7,7
"9004","asserghur",1,1
"9005","wait",3,3
"9006","details.madras",1,1
"9007","duncan",5,3
"9008","lang's",2,2
"9009","funeral",1,1
"9010","duncan's",4,2
"9011","mroe",1,1
"9012","remembrance",1,1
"9013","respected.calcutta",1,1
"9014","stamford",2,2
"9015","raffles",2,1
"9016","sultan",3,3
"9017","jahore",2,1
"9018","tomangong",1,1
"9019","sincapore",1,1
"9020","residency",1,1
"9021","furqubar",1,1
"9022","captial",1,1
"9023","congratulate",1,1
"9024","flying",6,6
"9025","penang",1,1
"9026","malacca",1,1
"9027","bataxian",1,1
"9028","competitors.cape",1,1
"9029","colonising",1,1
"9030","incursions",2,2
"9031","incidentally",1,1
"9032","market.maritime",1,1
"9033","intelligencefriday",1,1
"9034","martial",1,1
"9035","adjournment",2,2
"9036","concealment",1,1
"9037","phaeton",2,1
"9038","dillon",1,1
"9039","geary",2,1
"9040","afternnoon",1,1
"9041","mon",1,1
"9042","reprimanded.letters",1,1
"9043","receivedon",1,1
"9044","burden",7,6
"9045","shipley",2,2
"9046","intelligencespanish",1,1
"9047","jamaica–august",1,1
"9048","voyages",3,3
"9049","serapis",1,1
"9050","roofed",1,1
"9051","humanely",1,1
"9052","scattered",1,1
"9053","relatives",4,4
"9054","sparrow",1,1
"9055","adjt.-general",1,1
"9056","rowe",3,1
"9057","son-in-law",1,1
"9058","paymaster",4,1
"9059","montgomery",6,2
"9060","survived",3,3
"9061","assistant",3,3
"9062","surgeon",8,7
"9063","in-law",1,1
"9064","richardson",1,1
"9065","adjutant",4,3
"9066","lyon",4,2
"9067","misses",4,3
"9068","lieuts",0,0
"9069","mackie",1,1
"9070","turner",1,1
"9071","baxter",1,1
"9072","quarter-master",1,1
"9073","baxter[?].the",1,1
"9074","confined",8,7
"9075","stretching",1,1
"9076","midland",2,2
"9077","ottawa",2,2
"9078","contact",4,3
"9079","louisiana",2,2
"9080","invectives",1,1
"9081","country.letters",1,1
"9082","mogadoru",2,1
"9083","plague",2,2
"9084","moors",1,1
"9085","pestilence",1,1
"9086","renew",2,2
"9087","observer",4,4
"9088","godalming",1,1
"9089","handed",3,2
"9090","rage",1,1
"9091","justified",1,1
"9092","contents",2,2
"9093","clusions",1,1
"9094","patterns",2,2
"9095","belles",1,1
"9096","fasions",1,1
"9097","influx",3,3
"9098","visitors",11,3
"9099","complying",1,1
"9100","shrink",1,1
"9101","responsibility",2,2
"9102","disguise",3,2
"9103","anticipating",3,2
"9104","failures",2,2
"9105","unpardonable",1,1
"9106","thoughtlessly",1,1
"9107","dissipated",1,1
"9108","fatiguing",1,1
"9109","sunk",2,2
"9110","apathy",1,1
"9111","listless",1,1
"9112","trades",3,3
"9113","journeymen",2,2
"9114","well.with",1,1
"9115","regards",3,3
"9116","recall",1,1
"9117","joked",1,1
"9118","doubted",3,3
"9119","foresaw",1,1
"9120","start",1,1
"9121","millinery",1,1
"9122","dress-making",1,1
"9123","childbed",1,1
"9124","exactly",2,2
"9125","attractive",1,1
"9126","titled",3,3
"9127","london'&c",1,1
"9128","afloat",8,8
"9129","obscurity",1,1
"9130","bricklayer",1,1
"9131","builder",3,3
"9132","row",2,2
"9133","jobs",1,1
"9134","description.of",1,1
"9135","fiften",2,2
"9136","godalmbing",1,1
"9137","proud",3,3
"9138","capitals–but",1,1
"9139","myself–and",1,1
"9140","husbanding",1,1
"9141","resources",8,6
"9142","abstaining",1,1
"9143","successed",1,1
"9144","laying",2,2
"9145","happiness.we",1,1
"9146","time?other",1,1
"9147","roughness",1,1
"9148","hospitable",1,1
"9149","thwart",1,1
"9150","humours",1,1
"9151","states–to",1,1
"9152","storekeeping",1,1
"9153","nearer",2,2
"9154","repentance",1,1
"9155","birkbeck's",11,3
"9156","arks",1,1
"9157","birk",2,2
"9158","beck's",1,1
"9159","howeverwill",1,1
"9160","overcome",2,2
"9161","fireside",2,2
"9162","consciousness",1,1
"9163","counterbalanced",1,1
"9164","castant",1,1
"9165","visitation",1,1
"9166","tax-gathered",1,1
"9167","increases",1,1
"9168","civilisation",2,2
"9169","assuance",1,1
"9170","attained.as",1,1
"9171","hav",1,1
"9172","uthe",1,1
"9173","canada.about",1,1
"9174","paisley",10,3
"9175","cheering",5,5
"9176","felicities",1,1
"9177","companion",3,3
"9178","exult",1,1
"9179","narrations",1,1
"9180","ardour",1,1
"9181","imploring",1,1
"9182","donation",1,1
"9183","attending",3,3
"9184","supplications",1,1
"9185","depute",1,1
"9186","memorialized",1,1
"9187","reception",4,4
"9188","kindness",5,4
"9189","subscribe",1,1
"9190","rejected",3,2
"9191","despairing",1,1
"9192","proposition",4,4
"9193","fiercer",1,1
"9194","radicals",2,2
"9195","spleen",1,1
"9196","jeering",2,2
"9197","deprecating",1,1
"9198","farce",1,1
"9199","unanimity",3,3
"9200","querulous",1,1
"9201","italy",1,1
"9202","hotter",1,1
"9203","coller",1,1
"9204","fruitful",1,1
"9205","constitutions",2,2
"9206","longevity",1,1
"9207","fuel",3,3
"9208","snows",1,1
"9209","intense",3,3
"9210","fortitude.(from",1,1
"9211","lavaysse's",1,1
"9212","margaritta",1,1
"9213","published.)stedman",1,1
"9214","flagged",1,1
"9215","townhouse",1,1
"9216","signs",1,1
"9217","commiseration",1,1
"9218","sigh",1,1
"9219","hang",2,2
"9220","hangman",2,1
"9221","tying",1,1
"9222","cord",11,10
"9223","neck",27,12
"9224","launch",1,1
"9225","eternity",1,1
"9226","steadfastly",1,1
"9227","smile",1,1
"9228","stedman",1,1
"9229","injustice",1,1
"9230","intrepidity",4,4
"9231","gibbet",2,2
"9232","ribs",1,1
"9233","incisions",1,1
"9234","hook",1,1
"9235","hanging",2,2
"9236","licking",6,4
"9237","drops",1,1
"9238","rained",1,1
"9239","gallows",1,1
"9240","cried",1,1
"9241","reproached",1,1
"9242","courage",2,2
"9243","behave",1,1
"9244","sentry",1,1
"9245","brains",1,1
"9246","butt",1,1
"9247","musquet",1,1
"9248","narrator",1,1
"9249","legs",1,1
"9250","nail",2,1
"9251","complaining",3,3
"9252","executioners",1,1
"9253","monster",1,1
"9254","bepoisoned",1,1
"9255","kick",1,1
"9256","settlementa",1,1
"9257","author's",2,2
"9258","helped",1,1
"9259","misquotation",1,1
"9260","misconstruction",1,1
"9261","sarcasm",1,1
"9262","caustic",1,1
"9263","controversist",1,1
"9264","wallow",1,1
"9265","mire",1,1
"9266","pushing",2,2
"9267","richly",2,2
"9268","accomodations",1,1
"9269","convenienes",1,1
"9270","shewing",1,1
"9271","accommodated",1,1
"9272","captious",1,1
"9273","trying",2,2
"9274","forgetting",1,1
"9275","sabine",1,1
"9276","spoliation",1,1
"9277","evidently",1,1
"9278","census",6,6
"9279","hint",1,1
"9280","scouring",1,1
"9281","boarding-schools",1,1
"9282","assortment",2,2
"9283","market.the",1,1
"9284","interest.english",1,1
"9285","countrymen–for",1,1
"9286","settlement.my",1,1
"9287","reasoning",3,3
"9288","grounded",1,1
"9289","elapsed",1,1
"9290","opinnions",1,1
"9291","test",1,1
"9292","delightful",2,2
"9293","abode",2,2
"9294","belayed",1,1
"9295","prospects.this",1,1
"9296","unusual",2,2
"9297","fencing",1,1
"9298","hogs",4,3
"9299","indivi",1,1
"9300","duals",1,1
"9301","settlement.with",1,1
"9302","capitalist",2,1
"9303","undecided",1,1
"9304","freeholds",1,1
"9305","cabins",2,2
"9306","squandered",1,1
"9307","highr",1,1
"9308","depressed",1,1
"9309","betry",1,1
"9310","arrogance",1,1
"9311","independence.in",1,1
"9312","delays",1,1
"9313","inseparable",1,1
"9314","undertakings",1,1
"9315","preparatory",4,4
"9316","debtor-side",1,1
"9317","courtlord",1,1
"9318","provost",10,4
"9319","manderston",1,1
"9320","boswell",1,1
"9321","queensberry",4,2
"9322","hospital",21,5
"9323","examine",3,3
"9324","treasurer's",2,2
"9325","next.mr",1,1
"9326","witham",1,1
"9327","junior",3,2
"9328","observations",5,4
"9329","vote",7,7
"9330","thanks",10,6
"9331","expressing",3,2
"9332","institution",10,3
"9333","welfare",5,4
"9334","patients",3,1
"9335","matron",1,1
"9336","existed",10,8
"9337","entitle",2,2
"9338","internal",4,4
"9339","wards",3,3
"9340","resulted",1,1
"9341","hospitals",9,3
"9342","governed",2,2
"9343","trusted",4,4
"9344","to.–he",1,1
"9345","crave",1,1
"9346","touching",3,3
"9347","insinuating",1,1
"9348","city's",1,1
"9349","ale",1,1
"9350","calculation",5,5
"9351","withholding",5,4
"9352","invalid",1,1
"9353","inte",1,1
"9354","restricted",1,1
"9355","tax–which",1,1
"9356","government–is",1,1
"9357","suggesting",1,1
"9358","lend",1,1
"9359","decline",3,2
"9360","interest.mr",1,1
"9361","alex",1,1
"9362","cruishank",1,1
"9363","motioncol",1,1
"9364","crichton",2,1
"9365","workmen",4,4
"9366","eminence",2,2
"9367","scotsman",2,2
"9368","pattern",1,1
"9369","nursery",3,3
"9370","skilfull",1,1
"9371","practitioners",1,1
"9372","hospi",1,1
"9373","tal",1,1
"9374","inscriptions",1,1
"9375","outside",6,5
"9376","christain",1,1
"9377","doctrines",3,2
"9378","inculcated",1,1
"9379","treatement",1,1
"9380","imputing",1,1
"9381","tanking",1,1
"9382","quibbling",1,1
"9383","contemptible",1,1
"9384","wigham's.lord",1,1
"9385","meadowbank",1,1
"9386","reminded",1,1
"9387","court.henry",1,1
"9388","jardine",1,1
"9389","begged",9,5
"9390","year.mr",1,1
"9391","wigham's",1,1
"9392","unfashionable",1,1
"9393","allude",2,2
"9394","this–a",1,1
"9395","anticipated",6,5
"9396","concurred",13,13
"9397","remind",2,2
"9398","christianity",2,2
"9399","healing",1,1
"9400","less.there",1,1
"9401","wigham",2,1
"9402","visitori",1,1
"9403","fittest",2,2
"9404","admirably",2,2
"9405","distrust",1,1
"9406","wht",1,1
"9407","tweed",1,1
"9408","boon",2,2
"9409","monthly",2,2
"9410","rotation",3,1
"9411","managers.mr",1,1
"9412","withdrawn.mr",1,1
"9413","caveat",1,1
"9414","unnecessarily",1,1
"9415","promotion",5,4
"9416","paragraph",4,4
"9417","clinical",1,1
"9418","office-bearers",2,2
"9419","positive",2,2
"9420","imitated",1,1
"9421","reporters",1,1
"9422","leads",1,1
"9423","suggest",3,3
"9424","enjoin",1,1
"9425","economical",4,3
"9426","apparent.–his",1,1
"9427","suggestion",3,2
"9428","preface",1,1
"9429","tabular",3,1
"9430","admission",8,5
"9431","diary",1,1
"9432","temperatures",1,1
"9433","moisture",9,9
"9434","atmosphere",2,2
"9435","winds",6,5
"9436","staple",3,3
"9437","decrease",4,4
"9438","diet",2,2
"9439","enumeration",1,1
"9440","interfere",3,3
"9441","discharged",3,3
"9442","honourably",1,1
"9443","experience.the",1,1
"9444","compulsory",3,3
"9445","avocations.the",1,1
"9446","proposer",1,1
"9447","answering",1,1
"9448","voluble",1,1
"9449","obviate",2,2
"9450","adverted",4,3
"9451","regretting",1,1
"9452","troduced",1,1
"9453","practitioner",1,1
"9454","pupils.dr",1,1
"9455","eloquent",3,3
"9456","impractiable",1,1
"9457","comprehension",1,1
"9458","mnner",1,1
"9459","getlmen",1,1
"9460","devote",1,1
"9461","tables",3,3
"9462","recorded",3,3
"9463","whoever",1,1
"9464","tasks",1,1
"9465","welsh",2,2
"9466","individuals.the",1,1
"9467","mover",1,1
"9468","welsh's",1,1
"9469","abler",1,1
"9470","withdraw",6,6
"9471","motion.form",1,1
"9472","justiciary",4,3
"9473","court.our",1,1
"9474","advocate",6,4
"9475","officially",2,2
"9476","strikes",1,1
"9477","jurymen",1,1
"9478","linlithgow",1,1
"9479","haddington",2,2
"9480","roll",1,1
"9481","bands",3,3
"9482","jurors",3,1
"9483","cited",1,1
"9484","macer",1,1
"9485","ourt",1,1
"9486","resorts",1,1
"9487","unequivocal",2,2
"9488","displaying",1,1
"9489","incontrovertibly",1,1
"9490","visible",2,2
"9491","retrograde",1,1
"9492","movement",2,2
"9493","convert",2,2
"9494","functionaries",2,1
"9495","specific",1,1
"9496","successors",1,1
"9497","judicatories",1,1
"9498","well-merited",1,1
"9499","popularity",1,1
"9500","throwing",2,2
"9501","fix",2,2
"9502","juror",1,1
"9503","penl",1,1
"9504","cerain",1,1
"9505","juries",3,2
"9506","coguisable",1,1
"9507","misrepresentation",1,1
"9508","borrow",2,2
"9509","modelling",1,1
"9510","court.mr",1,1
"9511","bywater",1,1
"9512","construced",1,1
"9513","model",2,2
"9514","magnetic",2,2
"9515","phenomena",1,1
"9516","flinders",2,1
"9517","attraction",1,1
"9518","strachan",1,1
"9519","decieved",1,1
"9520","discontents",2,2
"9521","pitied",1,1
"9522","begins",1,1
"9523","elegance",3,3
"9524","plunges",1,1
"9525","fre",1,1
"9526","canopy",1,1
"9527","builds",1,1
"9528","neighbour–opening",1,1
"9529","bark–it",1,1
"9530","flat",1,1
"9531","boards",1,1
"9532","enormous",7,6
"9533","bae",1,1
"9534","admiring",1,1
"9535","insulated",1,1
"9536","fiels",1,1
"9537","bog",3,2
"9538","musquetoes",1,1
"9539","sweet–he",1,1
"9540","urges",1,1
"9541","connexions",2,1
"9542","bitterness",1,1
"9543","placing",3,3
"9544","rack-rent",1,1
"9545","farer",1,1
"9546","pos",1,1
"9547","compared",8,6
"9548","appear.it",1,1
"9549","leav",1,1
"9550","disappoint",1,1
"9551","ashamed",2,2
"9552","success.–the",1,1
"9553","accomodation",4,4
"9554","them–they",1,1
"9555","vermin",3,3
"9556","fascinating",1,1
"9557","priva",1,1
"9558","sacrifices",5,4
"9559","success.we",1,1
"9560","emi",3,3
"9561","vastly",2,2
"9562","admonish",1,1
"9563","minuteness",1,1
"9564","golden",2,2
"9565","dreams",2,1
"9566","decide",4,4
"9567","native's",1,1
"9568","goldren",1,1
"9569","indepen",1,1
"9570","sounding",1,1
"9571","hardship",2,2
"9572","maret",1,1
"9573","canals",3,3
"9574","tear",2,2
"9575","rudeness",1,1
"9576","risking",1,1
"9577","retraced",1,1
"9578","plunging",2,2
"9579","ent",2,2
"9580","strangers.when",1,1
"9581","mature",2,2
"9582","go–to",1,1
"9583","levellers",0,0
"9584","democrats",1,1
"9585","evil.i",1,1
"9586","allegiances",1,1
"9587","considerd",1,1
"9588","canada.in",1,1
"9589","alleghany",1,1
"9590","america.suppose",1,1
"9591","america–one",1,1
"9592","canada.miles",1,1
"9593","shawanoe",4,1
"9594","travelling",4,3
"9595","goods:dollars",1,1
"9596","ark",1,1
"9597","scow",1,1
"9598","hired",2,2
"9599","expenses",8,6
"9600","batteau",1,1
"9601","neighbourhoods",1,1
"9602","additiona",2,2
"9603","fees",1,1
"9604","saves",1,1
"9605","dollars.let",1,1
"9606","balanced.illinois",1,1
"9607","fowls",2,1
"9608","n.b",1,1
"9609","truth.from",1,1
"9610","manifest.it",1,1
"9611","proportionally",1,1
"9612","suf",1,1
"9613","ficiently",1,1
"9614","clear.we",1,1
"9615","disadvantage",2,1
"9616","dearness",1,1
"9617","seacoast",1,1
"9618","operates",1,1
"9619","deals",1,1
"9620","disposes",1,1
"9621","consumer",1,1
"9622","a-year",3,2
"9623","consume",2,1
"9624","twelvemonth",1,1
"9625","great.'it",1,1
"9626","quantum",1,1
"9627","farmer's",2,1
"9628","simply",3,3
"9629","converting",1,1
"9630","log-cabin",1,1
"9631","erect",2,2
"9632","barn",1,1
"9633","cattle–to",1,1
"9634","educate",2,2
"9635","children–and",1,1
"9636","amelioration",2,2
"9637","mankind.'in",1,1
"9638","selection",5,5
"9639","raises",1,1
"9640","yearly",3,3
"9641","diminishing",1,1
"9642","stronger",2,2
"9643","landholder",1,1
"9644","instruct",1,1
"9645","emigrationamong",1,1
"9646","superintendance",1,1
"9647","embarkthursday",1,1
"9648","edward's",3,3
"9649","children.on",1,1
"9650","passengers.extract",1,1
"9651","equality",3,3
"9652","predominant",1,1
"9653","township",3,2
"9654","stitch",1,1
"9655","cover",2,2
"9656","nakedness",1,1
"9657","strutting",1,1
"9658","stumps",2,2
"9659","pompous",1,1
"9660","ediburgh",1,1
"9661","relieving",3,2
"9662","classes.salus",1,1
"9663","populi",1,1
"9664","suprema",1,1
"9665","lex.there",1,1
"9666","wasa",1,1
"9667","factiousness",1,1
"9668","ultimately",7,5
"9669","entail",1,1
"9670","accountable",1,1
"9671","suffers",1,1
"9672","modern",3,3
"9673","experiments",3,3
"9674","insuperable",2,2
"9675","timidity",1,1
"9676","requiress",1,1
"9677","startled",1,1
"9678","sufferers.during",1,1
"9679","stimulated",1,1
"9680","monopoly",4,1
"9681","world–by",1,1
"9682","melted",1,1
"9683","consumed–and",1,1
"9684","depreciation",4,2
"9685","ending",4,2
"9686","doubled",2,1
"9687","equalled",2,2
"9688","cessation",1,1
"9689","diminuition",2,2
"9690","fictitious",1,1
"9691","multiplication",1,1
"9692","elapses",1,1
"9693","accommodates",1,1
"9694","suffe",1,1
"9695","remedies",2,2
"9696","dependence",2,2
"9697","taxation",1,1
"9698","restrictive",1,1
"9699","obstacles",1,1
"9700","suppy",1,1
"9701","disregarded",1,1
"9702","vulgar",1,1
"9703","clamour",1,1
